QEM41281.1|MN045228.1|Staphylococcus_phage_Maine|subtype=depolymerase|conf=putative|src=product_qualifier|N-glycosidase	2fddb363c9202b820b174060aa157500	162	CDD	cd15457	NADAR	6	155	1.51872E-53	T	11-08-2026	IPR012816	NADAR	-	MetaCyc:PWY-2681|MetaCyc:PWY-5316|MetaCyc:PWY-5381|MetaCyc:PWY-7342|MetaCyc:PWY-7564|MetaCyc:PWY-8106
QEM41281.1|MN045228.1|Staphylococcus_phage_Maine|subtype=depolymerase|conf=putative|src=product_qualifier|N-glycosidase	2fddb363c9202b820b174060aa157500	162	Gene3D	G3DSA:1.10.357.40	-	1	161	2.1E-40	T	11-08-2026	IPR037238	YbiA-like superfamily	-	MetaCyc:PWY-2681|MetaCyc:PWY-5316|MetaCyc:PWY-5381|MetaCyc:PWY-7342|MetaCyc:PWY-7564|MetaCyc:PWY-8106
QEM41281.1|MN045228.1|Staphylococcus_phage_Maine|subtype=depolymerase|conf=putative|src=product_qualifier|N-glycosidase	2fddb363c9202b820b174060aa157500	162	SUPERFAMILY	SSF143990	YbiA-like	4	155	2.09E-37	T	11-08-2026	IPR037238	YbiA-like superfamily	-	MetaCyc:PWY-2681|MetaCyc:PWY-5316|MetaCyc:PWY-5381|MetaCyc:PWY-7342|MetaCyc:PWY-7564|MetaCyc:PWY-8106
YP_240173.1|NC_007056.1|Staphylococcus_phage_EW|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	97d7f4d000ec4d36fc62f40289c5fd6c	110	Pfam	PF27183	YomQ N-terminal domain	1	60	2.7E-9	T	11-08-2026	IPR059834	YomQ, N-terminal domain	-	-
QEA03127.1|MN150710.1|Staphylococcus_phage_vB_SauP-436A1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	9afd1e16f7a84e1fdb7629201a2c3c80	481	Coils	Coil	Coil	113	133	-	T	11-08-2026	-	-	-	-
QEA03127.1|MN150710.1|Staphylococcus_phage_vB_SauP-436A1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	9afd1e16f7a84e1fdb7629201a2c3c80	481	Coils	Coil	Coil	160	180	-	T	11-08-2026	-	-	-	-
QEA03127.1|MN150710.1|Staphylococcus_phage_vB_SauP-436A1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	9afd1e16f7a84e1fdb7629201a2c3c80	481	Coils	Coil	Coil	225	293	-	T	11-08-2026	-	-	-	-
QEA03127.1|MN150710.1|Staphylococcus_phage_vB_SauP-436A1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	9afd1e16f7a84e1fdb7629201a2c3c80	481	Coils	Coil	Coil	199	219	-	T	11-08-2026	-	-	-	-
QOI69191.1|MT926124.1|Staphylococcus_phage_Portland|subtype=tail_fiber|conf=confirmed|src=product_qualifier|putative	fdfcf2fc1400c8961b19082740775f8d	647	Pfam	PF21311	Phage 5-bladed beta propeller receptor binding platform domain	172	424	2.6E-97	T	11-08-2026	IPR048799	P68 RBP/TagC-like, beta-propeller	-	-
QOI69191.1|MT926124.1|Staphylococcus_phage_Portland|subtype=tail_fiber|conf=confirmed|src=product_qualifier|putative	fdfcf2fc1400c8961b19082740775f8d	647	CDD	cd19958	pyocin_knob	462	523	1.13384E-4	T	11-08-2026	-	-	-	-
YP_008873623.1|NC_023009.1|Staphylococcus_aureus_bacteriophage_Sb-1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	897855a16278c14f2b3ac6b6756c77c8	124	Pfam	PF11192	Protein of unknown function (DUF2977)	18	77	0.0039	T	11-08-2026	IPR021358	Protein of unknown function DUF2977	-	-
YP_008873623.1|NC_023009.1|Staphylococcus_aureus_bacteriophage_Sb-1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	897855a16278c14f2b3ac6b6756c77c8	124	Coils	Coil	Coil	92	119	-	T	11-08-2026	-	-	-	-
QEA03003.1|MN047438.1|Staphylococcus_phage_vB_SauM-515A1|subtype=rbp_annotated|conf=confirmed|src=product_qualifier|putative	092676f9d1db0f83a4ec50a2a0754ff9	640	Gene3D	G3DSA:2.60.120.260	-	191	366	2.0E-7	T	11-08-2026	-	-	-	-
QEA03003.1|MN047438.1|Staphylococcus_phage_vB_SauM-515A1|subtype=rbp_annotated|conf=confirmed|src=product_qualifier|putative	092676f9d1db0f83a4ec50a2a0754ff9	640	CDD	cd19958	pyocin_knob	44	111	4.42309E-4	T	11-08-2026	-	-	-	-
QEA03003.1|MN047438.1|Staphylococcus_phage_vB_SauM-515A1|subtype=rbp_annotated|conf=confirmed|src=product_qualifier|putative	092676f9d1db0f83a4ec50a2a0754ff9	640	Pfam	PF02018	Carbohydrate binding domain	228	337	0.023	T	11-08-2026	IPR003305	Carbohydrate-binding, CenC-like	GO:0016798(InterPro)	-
AST15641.1|MF398190.1|Staphylococcus_phage_vB_SauM-fRuSau02|subtype=rbp_annotated|conf=confirmed|src=product_qualifier|putative	58528e176d678f40a0013b5cc09bd95d	640	Gene3D	G3DSA:2.60.120.260	-	191	366	2.3E-7	T	11-08-2026	-	-	-	-
AST15641.1|MF398190.1|Staphylococcus_phage_vB_SauM-fRuSau02|subtype=rbp_annotated|conf=confirmed|src=product_qualifier|putative	58528e176d678f40a0013b5cc09bd95d	640	Pfam	PF02018	Carbohydrate binding domain	228	337	0.013	T	11-08-2026	IPR003305	Carbohydrate-binding, CenC-like	GO:0016798(InterPro)	-
AST15641.1|MF398190.1|Staphylococcus_phage_vB_SauM-fRuSau02|subtype=rbp_annotated|conf=confirmed|src=product_qualifier|putative	58528e176d678f40a0013b5cc09bd95d	640	CDD	cd19958	pyocin_knob	44	111	4.42309E-4	T	11-08-2026	-	-	-	-
YP_008320258.1|NC_021863.1|Staphylococcus_phage_SA13|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	389d46f2e6552b4df9d427994c188d4f	390	MobiDBLite	mobidb-lite	consensus disorder prediction	177	213	-	T	11-08-2026	-	-	-	-
YP_008320258.1|NC_021863.1|Staphylococcus_phage_SA13|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	389d46f2e6552b4df9d427994c188d4f	390	Gene3D	G3DSA:2.60.40.3350	-	14	125	7.1E-11	T	11-08-2026	-	-	-	-
YP_008320258.1|NC_021863.1|Staphylococcus_phage_SA13|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	389d46f2e6552b4df9d427994c188d4f	390	Gene3D	G3DSA:1.20.5.320	-	178	230	7.6E-6	T	11-08-2026	-	-	-	-
YP_008320258.1|NC_021863.1|Staphylococcus_phage_SA13|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	389d46f2e6552b4df9d427994c188d4f	390	Pfam	PF10651	BppU N-terminal domain	4	141	3.2E-33	T	11-08-2026	IPR018913	BppU, N-terminal	-	-
AST15643.1|MF398190.1|Staphylococcus_phage_vB_SauM-fRuSau02|subtype=rbp_annotated|conf=confirmed|src=product_qualifier|putative	6b3656b3b074872c6ccec2bdd646846f	458	Pfam	PF23624	ORF68-like, C-terminal domain	337	458	7.8E-52	T	11-08-2026	IPR057110	ORF68, C-terminal	-	-
QEA03126.1|MN150710.1|Staphylococcus_phage_vB_SauP-436A1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	8c6b1ad744add7ef2ba3361c3e9b8a5a	587	Pfam	PF16838	Caudoviral major tail protein N-terminus	3	116	1.6E-32	T	11-08-2026	IPR031772	Tail knob protein gp9, N-terminal	-	-
QEA03126.1|MN150710.1|Staphylococcus_phage_vB_SauP-436A1|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	8c6b1ad744add7ef2ba3361c3e9b8a5a	587	Pfam	PF20934	Bacillus phage phi29, Tail knob protein gp9, C-terminal domain	261	582	3.6E-83	T	11-08-2026	IPR048710	Tail knob protein gp9, C-terminal domain	-	-
YP_008320254.1|NC_021863.1|Staphylococcus_phage_SA13|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	43cfb6d8c8c0d200ef2c443658a32c9b	135	Coils	Coil	Coil	97	117	-	T	11-08-2026	-	-	-	-
YP_008320254.1|NC_021863.1|Staphylococcus_phage_SA13|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	43cfb6d8c8c0d200ef2c443658a32c9b	135	Pfam	PF11192	Protein of unknown function (DUF2977)	1	61	3.7E-27	T	11-08-2026	IPR021358	Protein of unknown function DUF2977	-	-
YP_008320254.1|NC_021863.1|Staphylococcus_phage_SA13|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	43cfb6d8c8c0d200ef2c443658a32c9b	135	MobiDBLite	mobidb-lite	consensus disorder prediction	114	135	-	T	11-08-2026	-	-	-	-
QOI69188.1|MT926124.1|Staphylococcus_phage_Portland|subtype=tail_fiber|conf=confirmed|src=note/gene_qualifier|tail	cc58689ec5e2623e81ca46632c081de8	587	Pfam	PF16838	Caudoviral major tail protein N-terminus	3	116	1.6E-32	T	11-08-2026	IPR031772	Tail knob protein gp9, N-terminal	-	-
QOI69188.1|MT926124.1|Staphylococcus_phage_Portland|subtype=tail_fiber|conf=confirmed|src=note/gene_qualifier|tail	cc58689ec5e2623e81ca46632c081de8	587	Pfam	PF20934	Bacillus phage phi29, Tail knob protein gp9, C-terminal domain	261	582	2.7E-83	T	11-08-2026	IPR048710	Tail knob protein gp9, C-terminal domain	-	-
QOI69189.1|MT926124.1|Staphylococcus_phage_Portland|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	e99e46e4359b0b2cee0bf57222dac048	469	Coils	Coil	Coil	206	226	-	T	11-08-2026	-	-	-	-
QOI69189.1|MT926124.1|Staphylococcus_phage_Portland|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	e99e46e4359b0b2cee0bf57222dac048	469	Coils	Coil	Coil	261	281	-	T	11-08-2026	-	-	-	-
QOI69189.1|MT926124.1|Staphylococcus_phage_Portland|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	e99e46e4359b0b2cee0bf57222dac048	469	Coils	Coil	Coil	160	180	-	T	11-08-2026	-	-	-	-
YP_238582.1|NC_007021.1|Staphylococcus_phage_Twort|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	cf26b5c5746a328bd671733c9269a8ec	442	Pfam	PF23624	ORF68-like, C-terminal domain	326	441	4.9E-46	T	11-08-2026	IPR057110	ORF68, C-terminal	-	-
YP_007112747.1|NC_019726.1|Staphylococcus_phage_JD007|subtype=tail_fiber|conf=confirmed|src=product_qualifier|tail	fb7776214584d268e967b5f44459f30c	458	Pfam	PF23624	ORF68-like, C-terminal domain	337	458	1.6E-52	T	11-08-2026	IPR057110	ORF68, C-terminal	-	-
AXU40069.1|MH159197.1|Staphylococcus_phage_VB_SavM_JYL01|subtype=tail_fiber|conf=confirmed|src=product_qualifier|putative	985d8df3f84e651986fc32f32a0ef89d	458	Pfam	PF23624	ORF68-like, C-terminal domain	337	458	3.0E-52	T	11-08-2026	IPR057110	ORF68, C-terminal	-	-
